  =============================
           0      57.874
           1      80.009
           2      96.331
           3     104.469
           4     105.996
           5     106.768
           6     107.173
           7     108.195
           8     109.188
           9     110.150
          10     111.086
          11     112.200
          12     113.526
          13     115.006
          14     116.627
          15     118.389
          16     120.285
          17     122.313
          18     124.473
          19     126.763
          20     129.183
  =============================
           J =  28.0
           v   energy
           0      61.013
           1      82.856
           2      98.830
           3     104.731
           4     106.317
           5     107.565
           6     108.662
           7     108.749
           8     109.746
           9     110.836
          10     111.907
          11     113.030
          12     114.335
          13     115.816
          14     117.443
          15     119.211
          16     121.116
          17     123.152
          18     125.318
          19     127.614
  =============================
           J =  29.0
           v   energy
           0      64.255
           1      85.791
           2     101.397
           3     105.001
           4     106.645
           5     107.962
           6     109.137
           7     110.277
           8     110.716
           9     111.484
          10     112.677
          11     113.883
          12     115.192
          13     116.669
          14     118.299
          15     120.071
          16     121.983
          17     124.027
          18     126.201
          19     128.503
  =============================
           J =  30.0
           v   energy
           0      67.600
           1      88.813
           2     104.025
           3     105.279
           4     106.982
           5     108.364
           6     109.609
           7     110.823
           8     112.036
           9     112.663
          10     113.443
          11     114.729
          12     116.082
          13     117.563
          14     119.196
          15     120.972
          16     122.888
          17     124.939
          18     127.121
          19     129.430
